,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,lat,long
2581,575000.0,4,2.5,2120,9603,2,0,0,3,2120,0,1985,0,460 Indigo Pl NW,Issaquah,WA 98027,USA,47.53463931042931,-122.05341677065326
2582,220000.0,4,2.5,2240,9826,1,0,0,4,1370,870,1988,0,2410 SW 323rd St,Federal Way,WA 98023,USA,47.311886141398645,-122.36423932034103
2583,460000.0,2,1.0,890,2100,1,0,0,4,760,130,1919,1,4008 2nd Ave NW,Seattle,WA 98107,USA,47.655922649999994,-122.358793175
2585,175000.0,3,1.5,1220,7300,1,0,0,3,1220,0,1973,1,4342 S 299th St,Auburn,WA 98001,USA,47.3339841,-122.2790575469131
2586,465000.0,3,2.25,2670,7500,1,0,0,4,1640,1030,1966,0,15800-15898 15th Ave SW,Burien,WA 98166,USA,0.0,0.0
2587,552000.0,3,1.0,1120,2300,1,0,0,4,820,300,1912,1,7002 22nd Ave NW,Seattle,WA 98117,USA,47.67964647651007,-122.38417504697986
2588,565000.0,4,2.75,3130,139392,2,0,0,4,3130,0,1981,0,27705 114th Ave SE,Kent,WA 98030,USA,47.35345313464225,-122.18935970191158
2589,518000.0,4,2.5,1740,7500,1,0,0,4,1220,520,1976,1,10342 162nd Pl NE,Redmond,WA 98052,USA,47.69274985,-122.12402787615588
2590,899950.0,4,3.5,3290,5414,2,0,1,3,2360,930,2006,0,11672 91st Pl NE,Kirkland,WA 98034,USA,47.707269192771086,-122.21945945783132
2591,373000.0,3,1.0,1770,5720,1,0,0,4,1140,630,1926,1,5232 36th Ave SW,Seattle,WA 98126,USA,47.55461865,-122.37728012373552
2592,385000.0,4,2.5,2960,5054,2,0,0,3,2960,0,2006,0,26920 229th Pl SE,Maple Valley,WA 98038,USA,47.36008205,-122.03511818983887
2593,245000.0,2,1.0,1200,4880,1,0,0,3,980,220,1943,1,8421 8th Ave SW,Seattle,WA 98106,USA,47.5267437979798,-122.34559590909092
2594,375000.0,4,2.0,2400,6000,2,0,0,3,2400,0,1913,1,9801-9999 NE 183rd St,Bothell,WA 98011,USA,0.0,0.0
2595,699850.0,4,3.5,2690,6164,2,0,0,3,2690,0,2002,0,1010 274th Way SE,Sammamish,WA 98075,USA,47.600139,-121.974064
2596,450000.0,6,2.25,3550,11780,1,0,0,4,2960,590,1948,0,12722 15th Ave NE,Seattle,WA 98125,USA,47.72146124161073,-122.31254748322148
2597,455000.0,2,1.5,1310,12196,1,0,0,3,1310,0,1970,1,16326 NE 43rd Ct,Redmond,WA 98052,USA,47.64826955760749,-122.1226975599253
2598,650000.0,4,2.75,2610,4160,3,0,0,5,1910,700,1910,0,118 N 84th St,Seattle,WA 98103,USA,47.68991818181818,-122.3575849090909
2599,378000.0,5,2.5,2760,8015,1,0,0,4,1600,1160,1960,1,13327 30th Ave NE,Seattle,WA 98125,USA,45.15309974855466,-94.87754420227691
2600,220000.0,3,2.0,1410,7998,1,0,0,4,1410,0,1940,1,11851 44th Pl S,Tukwila,WA 98178,USA,47.497478060606056,-122.27723775757576
2601,285500.0,4,1.75,1960,7950,1,0,0,4,1960,0,1967,0,32500-32514 35th Ave SW,Federal Way,WA 98023,USA,0.0,0.0
2602,340000.0,3,2.5,1212,1174,3,0,0,3,1212,0,2004,1,11716 16th Ave NE,Seattle,WA 98125,USA,47.231093851961276,-94.19931885841464
2603,921000.0,4,1.5,2220,9496,1,0,0,4,1490,730,1954,1,1431 102nd Ave NE,Bellevue,WA 98004,USA,47.62338864705882,-122.20500835294118
2604,375000.0,4,2.5,2040,109336,1,0,0,4,2040,0,1973,0,20404 289th Ave SE,Maple Valley,WA 98038,USA,47.419253999999995,-121.95797351764708
2605,999000.0,4,2.75,2800,19168,2,0,0,3,2800,0,1992,0,2010 227th Ave SE,Sammamish,WA 98075,USA,47.59072691836735,-122.03711559183674
2606,335000.0,3,1.5,2040,6000,1,0,0,3,1340,700,1957,1,9055 37th Ave S,Seattle,WA 98118,USA,47.522854368238264,-122.28609676244383
2608,385000.0,2,1.0,830,26329,1,1,3,4,830,0,1928,0,7310 SW Maury Park Rd,Vashon,WA 98070,USA,47.40073358702042,-122.42502419653758
2609,850000.0,4,3.5,4140,7089,2,0,0,3,3160,980,2003,0,11721 106th Ave NE,Kirkland,WA 98034,USA,47.70556692857143,-122.19983392857142
2610,429000.0,5,2.5,2340,4500,2,0,0,3,2340,0,2009,0,526 Elma Pl NE,Renton,WA 98059,USA,47.49113081224646,-122.15407550693455
2611,523950.0,3,2.25,1420,1282,3,0,0,3,1420,0,2006,0,3817-3821 Whitman Ave N,Seattle,WA 98103,USA,47.6578034,-122.3456515
2612,798800.0,3,2.75,2670,3738,1,0,0,3,1720,950,2013,1,1009-1225 N 41st Pl,Renton,WA 98056,USA,0.0,0.0
2613,284000.0,3,2.5,1880,6008,2,0,0,3,1880,0,2009,0,29700 217th Pl SE,Kent,WA 98042,USA,47.3365501,-122.05214334791181
2614,852880.0,4,3.25,3450,6184,2,0,0,3,3450,0,2014,0,120 214th Pl SE,Sammamish,WA 98074,USA,47.607806061224494,-122.05386536734693
2615,320000.0,3,2.25,1200,1400,3,0,0,3,1200,0,2005,0,10401 Holman Rd NW,Seattle,WA 98133,USA,47.7046149,-122.35704222498443
2616,749995.0,4,3.25,3430,9870,2,0,0,3,3430,0,2014,0,20417 126th Ave NE,Bothell,WA 98011,USA,47.7757377,-122.17331124856219
2617,468500.0,3,2.5,1350,1186,2,0,0,3,1120,230,2007,0,6724 Alonzo Ave NW,Seattle,WA 98117,USA,47.6786049,-122.3748787
2618,492500.0,5,2.5,2570,9962,2,0,0,3,2570,0,2006,0,14206 284th Pl NE,Duvall,WA 98019,USA,47.72714143814215,-121.95739812242083
2619,685000.0,4,3.5,2840,4637,3,0,0,3,2840,0,2008,0,546 NE 103rd St,Seattle,WA 98125,USA,47.703272150000004,-122.32106429635257
2620,542525.0,4,2.5,2650,5600,2,0,0,3,2650,0,2014,0,13516 164th Ave SE,Renton,WA 98059,USA,47.4816092205577,-122.12163785034049
2621,435000.0,3,2.0,1980,2674,3,0,0,3,1980,0,2007,0,5451 Fauntleroy Way SW,Seattle,WA 98136,USA,47.552352,-122.3820314
2622,242000.0,3,1.75,1280,7524,1,0,0,4,1280,0,1988,0,11431 SE 229th St,Kent,WA 98031,USA,47.396194776832296,-122.18874839315872
2623,325000.0,4,2.5,2610,7091,2,0,0,3,2610,0,1987,1,33439 11th Pl SW,Federal Way,WA 98023,USA,47.30147464476691,-122.34883770601776
2624,837700.0,5,2.75,3010,12611,2,0,0,3,3010,0,1994,0,10717 179th Ct NE,Redmond,WA 98052,USA,47.69602935,-122.10173935277712
2625,210000.0,1,1.0,930,7129,1,0,0,3,930,0,1948,1,2126 N 130th St,Seattle,WA 98133,USA,47.7232864640073,-122.3337013134723
2626,187500.0,3,1.5,1180,7000,1,0,0,4,1180,0,1977,0,34016 33rd Ave SW,Federal Way,WA 98023,USA,47.296513000000004,-122.37409930551895
2627,560000.0,5,1.0,1710,9100,1,0,0,4,1320,390,1926,1,7226 36th Ave SW,Seattle,WA 98126,USA,47.537963954545454,-122.37824354545455
2628,272000.0,3,2.0,1380,7476,1,0,0,3,1380,0,1989,0,5002 S 299th Pl,Auburn,WA 98001,USA,47.33365225,-122.2720309525566
2629,235000.0,3,1.75,1190,7280,1,0,0,4,1190,0,1968,0,11234 SE 320th Pl,Auburn,WA 98092,USA,47.31495742713568,-122.19152004522613
2630,259000.0,3,2.0,1870,5909,1,0,0,3,1270,600,1986,0,11834 SE 263rd Ct,Kent,WA 98030,USA,47.36616321038006,-122.182149519003
2631,866059.0,5,3.5,3130,4797,2,0,0,3,2570,560,2014,0,15845 SE 44th Ct,Bellevue,WA 98006,USA,29.1638556,-82.0732084
2632,473000.0,2,1.0,900,5100,1,0,0,4,900,0,1909,1,7029 16th Ave NW,Seattle,WA 98117,USA,47.6797948590604,-122.37796656375839
2633,405000.0,3,1.5,1880,7400,1,0,0,3,1480,400,1968,1,5471 NE 200th Pl,Lake Forest Park,WA 98155,USA,47.77437953333334,-122.27006386666666
2634,870000.0,4,4.25,3010,4887,2,0,3,4,1940,1070,1951,1,8770 Sand Point Way NE,Seattle,WA 98115,USA,47.69288197860616,-122.27103337805319
2635,475000.0,3,2.25,2280,5750,1,0,1,4,1150,1130,1985,0,4420 48th Ave SW,Seattle,WA 98116,USA,47.564341999999996,-122.393339
2636,499500.0,3,2.5,2970,21907,2,0,0,3,2970,0,1998,1,14239 183rd Ave SE,Renton,WA 98059,USA,47.47434316461486,-122.09760399848977
2637,386000.0,2,2.5,1620,3196,2,0,0,3,1620,0,2008,0,9225-9305 Mitten Ave SE,Snoqualmie,WA 98065,USA,0.0,0.0
2638,458000.0,4,1.5,1550,3000,1,0,0,3,1350,200,1918,0,4402 4th Ave NE,Seattle,WA 98105,USA,47.66037625,-122.32380177546061
2639,550000.0,3,1.75,2240,78225,2,0,0,5,2240,0,1976,0,15639 115th Ave SW,Vashon,WA 98070,USA,47.462232672858434,-122.48173958416281
2640,605500.0,3,2.5,2830,6536,2,0,0,3,2830,0,1989,0,12504 NE 163rd St,Woodinville,WA 98072,USA,47.74605189835075,-122.17024117670825
2641,421000.0,3,2.5,2890,21780,2,0,0,3,2890,0,2000,0,3717 S 189th Pl,SeaTac,WA 98188,USA,47.433109343418586,-122.28663485803449
2642,536000.0,4,2.25,1990,5948,2,0,0,3,1990,0,1991,0,4002 258th Way SE,Issaquah,WA 98029,USA,47.571318,-121.995178
2643,247200.0,3,1.75,1370,8719,1,0,0,3,1370,0,1982,0,26303 191st Pl SE,Covington,WA 98042,USA,47.365337013617896,-122.08810796396192
2644,250000.0,2,1.5,1088,1360,2,0,0,3,1088,0,1983,1,9603 NE 121st Ln,Kirkland,WA 98034,USA,47.7094525,-122.2129623
2645,204950.0,4,1.75,1740,9344,1,0,0,3,1180,560,1978,0,5108 SW 316th Pl,Federal Way,WA 98023,USA,47.31969036228906,-122.39862285752018
2646,430000.0,3,2.0,1730,9000,1,0,0,3,1370,360,1978,0,975-1005 Greenwood Blvd SW,Issaquah,WA 98027,USA,0.0,0.0
2647,250000.0,4,2.5,1800,8100,2,0,0,3,1800,0,1998,1,22028 SE 269th St,Maple Valley,WA 98038,USA,47.361065749999995,-122.04698260044538
2648,260000.0,3,1.75,1440,12888,1,0,2,3,1090,350,1958,1,14710 57th Ave S,Tukwila,WA 98168,USA,47.47119280808081,-122.26239185858586
2649,547000.0,4,1.0,1720,2800,1,0,0,4,1200,520,1926,1,6211 27th Ave NE,Seattle,WA 98115,USA,47.674143382550334,-122.29865716778524
2650,379900.0,5,3.5,2800,7350,2,0,0,3,2800,0,1995,0,8430 8th Ave SW,Seattle,WA 98106,USA,47.5268246969697,-122.34535336363636
2651,738500.0,3,2.5,2300,6009,1,0,0,3,2300,0,2005,0,12115 Big Leaf Way NE,Redmond,WA 98053,USA,47.706844995185016,-122.01265955623593
2652,545000.0,4,2.25,2030,11585,1,0,0,4,1590,440,1967,0,15703 NE 54th Way,Redmond,WA 98052,USA,47.65635308163266,-122.12949624489795
2653,342000.0,2,1.0,740,6180,1,0,0,3,740,0,1948,1,4813 S Findlay St,Seattle,WA 98118,USA,47.55182039597315,-122.27237168456377
2655,170000.0,4,1.0,1920,13787,1,0,0,4,1220,700,1966,0,17104 Military Rd S,SeaTac,WA 98188,USA,47.449993197748775,-122.27784789953793
2656,616000.0,4,2.5,2490,12929,2,0,0,3,2490,0,1983,1,24106 NE 6th Pl,Sammamish,WA 98074,USA,47.616043,-122.01879378943627
2657,640000.0,3,2.0,1380,4800,1,0,0,3,1380,0,1948,1,3415 9th Ave W,Seattle,WA 98119,USA,47.651048409090905,-122.368983
2658,332000.0,3,2.5,1530,9406,1,0,0,3,1270,260,1993,0,4214 NE 2nd St,Renton,WA 98059,USA,47.485296500000004,-122.16206072986577
2659,1010000.0,3,3.25,2420,1923,2,0,2,3,1840,580,2006,0,2010 8th Ave N,Seattle,WA 98109,USA,47.6370322,-122.3412291
2660,380000.0,4,2.5,2150,37647,2,0,0,3,2150,0,1991,0,19504 SE 324th St,Kent,WA 98042,USA,47.3117003,-122.08305110375322
2661,415000.0,4,2.0,1610,9600,1,0,0,5,1610,0,1967,0,7815 116th Ave SE,Newcastle,WA 98056,USA,47.53235263005781,-122.18573349132949
2662,1008000.0,4,3.5,2650,3060,2,0,0,3,2060,590,2001,0,2133 N 62nd St,Seattle,WA 98103,USA,39.984930734199885,-75.24594945292839
2663,669000.0,4,2.75,2700,35362,2,0,0,5,2700,0,1976,0,18222 NE 186th St,Woodinville,WA 98077,USA,47.762537069108035,-122.0946277486026
2664,260000.0,3,1.5,1270,20700,1,0,0,2,1150,120,1948,0,3029 NE 178th St,Lake Forest Park,WA 98155,USA,47.75790970996876,-122.29681984469498
2665,854000.0,4,2.75,3150,38865,1,0,0,3,2480,670,1986,0,14302-14314 174th Ave NE,Redmond,WA 98052,USA,0.0,0.0
2666,605000.0,3,2.25,2010,10760,2,0,0,3,2010,0,1985,0,14150 176th Ave NE,Redmond,WA 98052,USA,47.72716911051862,-122.10323161781939
2667,320000.0,3,1.0,860,5060,1,0,0,3,860,0,1927,1,10537 Interlake Ave N,Seattle,WA 98133,USA,47.705459454545455,-122.34077772727272
2668,229950.0,3,2.0,1410,7466,1,0,0,3,1410,0,1983,1,14609 SE 195th Pl,Renton,WA 98058,USA,47.4268935,-122.14712374739582
2669,255000.0,3,1.75,1700,7532,1,0,0,3,1700,0,1987,1,27456-27498 124th Ave SE,Kent,WA 98030,USA,0.0,0.0
2671,479000.0,2,2.25,1230,932,2,0,0,3,1020,210,2004,1,106 24th Ave E,Seattle,WA 98112,USA,47.6192053,-122.3009241
2673,472000.0,3,2.5,1180,1262,3,0,0,3,1180,0,2010,0,2050 14th Ave W,Seattle,WA 98119,USA,47.638166,-122.3746452
2674,198000.0,3,1.5,1430,7347,1,0,0,3,820,610,1980,0,2711 SW 344th Pl,Federal Way,WA 98023,USA,47.29293501802944,-122.36819425799926
2675,440000.0,4,2.0,1450,8400,1,0,0,4,1450,0,1962,0,14114 75th Ave NE,Kirkland,WA 98034,USA,45.77421560967339,-94.00794731112418
2676,506000.0,3,1.75,2180,7700,1,0,0,3,1480,700,1961,1,17922 3rd Ave NW,Shoreline,WA 98177,USA,47.759034575757575,-122.36106816161616
2677,382500.0,4,2.5,2210,7079,2,0,0,3,2210,0,1993,0,11824 SE 203rd St,Kent,WA 98031,USA,47.420499745428764,-122.18299587200548
2678,269500.0,2,1.5,1480,7276,1,0,0,4,940,540,1978,1,680 Shelton Ave NE,Renton,WA 98056,USA,47.49423621426795,-122.1665159718638
2679,560000.0,3,2.0,2340,3477,1,0,1,5,1170,1170,1971,0,5200 S Frontenac St,Seattle,WA 98118,USA,47.5399685,-122.267022
2680,840000.0,4,3.5,3860,18334,2,0,0,3,3120,740,1996,0,12237 198th Ave NE,Woodinville,WA 98077,USA,47.70906690700655,-122.07476884241478
2681,479500.0,3,2.75,2300,4637,2,0,0,3,2300,0,2008,0,34623 SE Leitz St,Snoqualmie,WA 98065,USA,47.52149577949645,-121.87795711263391
2682,402000.0,3,1.5,1450,7375,1,0,0,3,1010,440,1968,1,13420 121st Ave NE,Kirkland,WA 98034,USA,47.72109747751222,-122.17906396100972
2683,549000.0,2,2.5,1380,953,3,0,0,3,1380,0,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,USA,47.66520506122449,-122.35528889795918
2684,449950.0,4,2.5,2470,3811,2,0,0,3,2470,0,1999,0,7206 Douglas Ave SE,Snoqualmie,WA 98065,USA,47.53600308290525,-121.87715145745626
2685,493000.0,4,1.75,2030,18295,1,0,0,4,2030,0,1975,0,12039 NE 145th St,Kirkland,WA 98034,USA,47.732630489795916,-122.18015210204081
2686,142500.0,4,0.75,1440,13300,1,0,0,3,1440,0,1948,1,209 SW 142nd St,Burien,WA 98166,USA,47.47620851515151,-122.33677613131313
2687,250000.0,3,1.75,1160,6134,1,0,0,3,1160,0,1998,1,3812 I Pl NE,Auburn,WA 98002,USA,47.34143425,-122.21812364575544
2688,729000.0,3,1.0,1580,3840,2,0,0,3,1580,0,1908,1,112 10th Ave E,Seattle,WA 98102,USA,47.6192272,-122.31921464922884
2689,465000.0,2,2.75,1430,1425,2,0,0,3,995,435,2006,0,224 26th Ave E,Seattle,WA 98112,USA,47.6210237,-122.2980644
2690,465000.0,2,2.0,1494,19271,2,1,4,3,1494,0,1943,1,12533 SW 148th St,Vashon,WA 98070,USA,47.47262146692811,-122.49572808651308
2691,280000.0,4,2.25,1930,7207,1,0,0,4,1360,570,1988,0,25011 119th Pl SE,Kent,WA 98030,USA,47.37720516213882,-122.18223331310016
2692,675000.0,6,1.75,2740,6360,1,0,3,3,1370,1370,1953,0,10721 Marine View Dr SW,Seattle,WA 98146,USA,47.507123251547235,-122.38775457535499
2693,667500.0,3,2.0,1880,3800,1,0,0,5,1030,850,1927,0,7535 18th Ave NE,Seattle,WA 98115,USA,47.68343890909091,-122.30899009090909
2694,809000.0,3,2.5,2590,7720,2,0,0,3,2590,0,1988,1,14575 NE 57th St,Bellevue,WA 98007,USA,47.659120376125934,-122.14577349212915
2695,400000.0,3,2.25,2140,11266,2,0,0,3,2140,0,1986,0,27818 NE 141st St,Duvall,WA 98019,USA,47.72637059029784,-121.96696816170271
2696,310000.0,4,2.0,1870,6000,1,0,0,3,1870,0,1956,1,11750 12th Ave NE,Seattle,WA 98125,USA,47.71438358389262,-122.31512055704698
2697,435000.0,2,1.0,1230,3800,1,0,0,3,1230,0,1928,1,3306 NE 70th St,Seattle,WA 98115,USA,47.67949706122449,-122.29231104081633
2698,465950.0,4,2.5,2340,6896,2,0,0,3,2340,0,2001,0,463 Pasco Pl NE,Renton,WA 98059,USA,47.4896185,-122.14012176051978
2700,253000.0,3,1.5,880,6600,1,0,0,5,880,0,1945,0,11457 70th Pl S,Seattle,WA 98178,USA,47.500750724725066,-122.24709015858441
2701,330000.0,3,2.5,3040,7232,2,0,0,3,3040,0,2003,0,29678 130th Way SE,Auburn,WA 98092,USA,47.33481010521563,-122.16878409959689
2702,554000.0,4,1.0,1120,7104,1,0,0,3,1120,0,1946,0,1212 NW 105th St,Seattle,WA 98177,USA,47.70526124489796,-122.37169685714287
2703,350000.0,3,2.0,1380,3600,3,0,0,3,1380,0,2013,1,600 21st Ave,Seattle,WA 98122,USA,37.776379,-122.480062
2704,294999.0,4,2.5,1660,9760,2,0,0,3,1660,0,1994,0,11400-11616 SE 266th St,Kent,WA 98030,USA,0.0,0.0
2706,752000.0,4,2.5,2940,10382,2,0,0,4,2940,0,1991,0,14214 SE 77th St,Newcastle,WA 98059,USA,47.53303833797941,-122.15110916982759
2707,451000.0,4,2.5,1670,3315,2,0,0,3,1670,0,2005,0,2319 NE Marion Ln,Issaquah,WA 98029,USA,47.553321922557195,-121.9976173011683
2708,725000.0,4,2.75,2630,7505,2,0,0,3,2630,0,1994,0,13221 NE 93rd St,Redmond,WA 98052,USA,47.6848460714387,-122.16042786405214
2709,345000.0,4,2.75,2250,7412,1,0,0,4,1480,770,1975,0,15801 SE 175th Pl,Renton,WA 98058,USA,47.4450195,-122.1289345
2710,206000.0,3,1.0,1320,7000,1,0,0,4,1320,0,1967,0,1812 33rd St SE,Auburn,WA 98002,USA,47.278674800000005,-122.2051335065445
2714,580000.0,5,2.0,2700,10875,1,0,0,4,1540,1160,1962,0,620 151st Pl NE,Bellevue,WA 98007,USA,47.61554322624366,-122.13816384112896
2715,430000.0,3,1.0,980,7200,1,0,0,4,980,0,1950,1,3609 49th Ave SW,Seattle,WA 98116,USA,47.57190901010101,-122.39487068686869
2716,720000.0,4,2.5,2650,11520,2,0,0,3,2110,540,1988,1,11433 NE 91st St,Kirkland,WA 98033,USA,47.68315545107323,-122.1878072356619
2717,824000.0,7,4.25,3670,4000,2,0,1,3,2800,870,1964,1,2341 W Crockett St,Seattle,WA 98199,USA,47.637628613636366,-122.38735918181818
2718,936000.0,3,1.75,2960,12420,1,0,2,4,1480,1480,1952,0,3267 57th Ave SW,Seattle,WA 98116,USA,47.573969,-122.405617
2719,535000.0,4,2.75,3070,7201,2,0,0,3,3070,0,2006,0,5351 NE 4th Ct,Renton,WA 98059,USA,47.48976677419355,-122.14648719354838
2720,286800.0,3,2.5,1413,3600,2,0,0,3,1413,0,2011,0,20130 110th Terrace SE,Kent,WA 98031,USA,47.4222163191575,-122.19317487454086
2721,350000.0,2,2.5,1260,1347,3,0,0,3,1260,0,2005,0,9553 Interlake Ave N,Seattle,WA 98103,USA,47.6993415,-122.3410019
2722,345000.0,3,2.5,1680,2229,2,0,0,3,1680,0,2007,0,611 NE 165th St,Shoreline,WA 98155,USA,47.7484933939394,-122.32243255555555
2723,435000.0,3,2.25,1230,1238,2,0,0,3,1080,150,2009,0,3465 21st Ave W,Seattle,WA 98199,USA,47.6518898,-122.383824
2726,461000.0,3,3.25,2770,6278,2,0,0,3,1980,790,2006,0,3419 Meadow Ave N,Renton,WA 98056,USA,47.52223327272727,-122.19883354545455
2727,770000.0,3,2.25,2910,10204,2,0,0,3,2910,0,1990,1,18322 NE 99th Way,Redmond,WA 98052,USA,47.68959755,-122.09797958460601
2729,330000.0,3,2.5,1600,26977,2,0,0,3,1600,0,2005,0,32702 NE 202nd St,Duvall,WA 98019,USA,47.773401889997565,-121.90381409798002
2730,322500.0,4,2.5,1820,6753,2,0,0,3,1820,0,1994,0,24223 232nd Pl SE,Maple Valley,WA 98038,USA,47.38447875,-122.03181604964189
2732,475000.0,3,1.75,1700,8432,1,0,0,3,1230,470,1977,1,1027B NE 130th St,Seattle,WA 98125,USA,29.3395873,-82.0692042
2733,250275.0,2,1.0,790,11234,1,0,0,4,790,0,1942,1,17941 Riviera Pl SW,Normandy Park,WA 98166,USA,47.44192908932975,-122.3480782034995
2734,274500.0,3,2.25,1720,9000,1,0,0,4,1320,400,1969,0,3924 SW 316th St,Federal Way,WA 98023,USA,47.318701603851686,-122.38338307305418
2735,284950.0,3,1.0,990,10723,1,0,0,5,990,0,1960,0,12654 156th Ave SE,Renton,WA 98059,USA,47.48875395,-122.1327586249834
2736,264950.0,4,1.75,1770,9011,1,0,0,5,1050,720,1983,0,26418 199th Pl SE,Covington,WA 98042,USA,47.36405111377808,-122.07681269485037
2737,242000.0,3,2.0,1260,8092,1,0,0,3,1260,0,1986,0,21611 SE 266th St,Maple Valley,WA 98038,USA,47.3635204,-122.05396954933667
2738,913000.0,4,2.5,3640,10576,2,0,0,3,3640,0,1999,0,26966 SE 22nd Way,Sammamish,WA 98075,USA,47.58970917279122,-121.97892141424649
2739,555000.0,3,1.75,2040,6000,1,0,0,5,1120,920,1958,0,3850 51st Ave SW,Seattle,WA 98116,USA,47.569795808080805,-122.39732080808082
2740,711000.0,4,1.75,1980,10800,1,0,0,5,990,990,1948,1,3712 88th Ave SE,Mercer Island,WA 98040,USA,47.576786822079704,-122.22194985808142
2741,403500.0,5,2.5,3600,17300,1,0,0,4,2410,1190,1968,0,427 SW 174th St,Normandy Park,WA 98166,USA,47.447169267489954,-122.34003664313073
2742,975000.0,4,2.5,4270,43386,1,0,0,3,2680,1590,1991,0,21502 NE 103rd St,Redmond,WA 98053,USA,47.691449950000006,-122.05320215423606
2743,253779.0,4,2.0,2030,9600,1,0,0,3,1430,600,1947,1,4821 S 175th St,SeaTac,WA 98188,USA,41.210774666666666,-96.19010825000001
2744,384400.0,3,3.25,1689,1388,3,0,0,3,1689,0,2008,0,1021 NE 123rd St,Seattle,WA 98125,USA,47.7174108,-122.3170405
2745,646000.0,5,2.75,2870,4461,1,0,0,3,1650,1220,1976,0,6316 26th Ave NW,Seattle,WA 98107,USA,47.6747653877551,-122.38998967346939
2746,415000.0,3,1.75,1270,4800,1,0,0,3,1270,0,1952,1,7340 35th Ave SW,Seattle,WA 98126,USA,47.536951010101006,-122.37647242424242
2747,764000.0,4,2.5,2790,7938,2,0,0,3,2790,0,1997,0,23319 NE 15th St,Sammamish,WA 98074,USA,47.622657753640574,-122.02640861293203
2748,507000.0,5,3.25,3850,16249,2,0,2,3,3030,820,2002,0,12975-12983 SE 301st St,Auburn,WA 98092,USA,0.0,0.0
2749,545500.0,3,2.5,1560,9361,1,0,0,4,1360,200,1936,0,2930 S Edmunds St,Seattle,WA 98108,USA,47.559155,-122.295072
2750,450000.0,3,1.75,1180,4080,1,0,0,4,760,420,1928,0,7341 27th Ave NW,Seattle,WA 98117,USA,47.6817449289843,-122.39095878124819
2751,264000.0,4,1.75,1820,8118,1,0,0,4,1080,740,1980,0,12632 SE 214th St,Kent,WA 98031,USA,47.410223333333334,-122.17164026666667
2752,650000.0,5,1.75,1260,4500,1,0,0,3,1260,0,1926,1,830 W Armour St,Seattle,WA 98119,USA,47.6451177755102,-122.36816657142857
2753,365000.0,3,2.5,2640,6715,2,0,0,3,1680,960,1991,0,17917 162nd Pl SE,Renton,WA 98058,USA,47.440991,-122.1249045
2754,343566.0,2,1.0,1100,4200,1,0,0,3,1100,0,1954,1,8005 46th Ave SW,Seattle,WA 98136,USA,47.53130954545454,-122.39171654545454
2755,375000.0,3,2.5,1950,6871,2,0,0,3,1950,0,1997,0,2475 NE 182nd Ct,Shoreline,WA 98155,USA,47.760774081632654,-122.30656051020408
2756,295000.0,3,2.0,1380,8682,1,0,0,4,1380,0,1966,0,19807-19813 10th Pl S,Des Moines,WA 98148,USA,0.0,0.0
2757,325000.0,3,2.75,2200,7000,1,0,0,4,1280,920,1977,0,16304 128th Pl SE,Renton,WA 98058,USA,47.457132627947,-122.16912912135594
2758,265000.0,4,1.5,2050,7100,1,0,0,3,1050,1000,1963,1,29140 43rd Ave S,Auburn,WA 98001,USA,47.3394576,-122.28008814999998
2759,562000.0,5,3.0,2795,15101,2,0,0,3,2795,0,1996,0,14308 274th Pl NE,Duvall,WA 98019,USA,47.73067316326531,-121.97194914285714
2760,540000.0,4,2.5,2050,34222,2,0,0,4,2050,0,1989,0,17912 236th Pl NE,Woodinville,WA 98077,USA,47.6210486,-122.0237435
2762,279950.0,5,1.75,2150,7171,1,0,0,4,1460,690,1970,0,23103 125th Ave SE,Kent,WA 98031,USA,47.39497784420449,-122.17566484453738
2763,540000.0,3,1.75,1970,8200,1,0,0,5,1420,550,1963,0,416 NW 181st St,Shoreline,WA 98177,USA,25.94045212244898,-80.2085135510204
2764,310000.0,4,2.5,2660,12672,1,0,0,4,1740,920,1960,1,820 S 300th St,Federal Way,WA 98003,USA,47.33332312244898,-122.32357910204082
2765,190000.0,1,1.0,720,4800,1,0,0,3,720,0,1914,1,8044-8112 Rainier Ave S,Seattle,WA 98118,USA,0.0,0.0
2766,440000.0,4,2.5,2410,4780,2,0,0,3,2410,0,2000,0,34604 Cottonwood Dr SE,Snoqualmie,WA 98065,USA,47.53242607237167,-121.87909890306085
2768,230000.0,2,1.0,1080,9435,1,0,0,3,1080,0,1958,1,11915 SE 161st St,Renton,WA 98058,USA,47.45901750585907,-122.1816339543753
2769,455000.0,3,1.75,1180,14292,1,0,0,3,1180,0,1981,1,45506 SE Tanner Rd,North Bend,WA 98045,USA,47.48167597081049,-121.73324318245437
2770,175000.0,2,1.0,660,5000,1,0,0,3,660,0,1915,0,4100 25th Ave SW,Seattle,WA 98106,USA,47.566413,-122.364242
2771,650000.0,3,1.75,2920,9370,1,0,0,4,1620,1300,1981,0,14245 SE 60th St,Bellevue,WA 98006,USA,47.549227839416055,-122.1511367080292
2773,192500.0,3,1.0,1080,8580,1,0,0,3,1080,0,1900,1,14490 57th Ave S,Tukwila,WA 98168,USA,47.47319369134407,-122.26237740930877
